pokemon,habilidades
Gastrodon,"Sticky Hold,Storm Drain,Sand Force","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Shellos,"Sticky Hold,Storm Drain,Sand Force","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Cherrim,Flower Gift,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves when it evolves in Pokémon Brilliant Diamond & Shining Pearl (regardless of level)., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Cherubi,Chlorophyll,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Floatzel,"Swift Swim,Water Veil","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Buizel,"Swift Swim,Water Veil","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Pachirisu,"Run Away,Pickup,Volt Absorb","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Vespiquen,"Pressure,Unnerve","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Combee,"Honey Gather,Hustle","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Mothim,"Swarm,Tinted Lens","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves when it evolves in Pokémon Brilliant Diamond & Shining Pearl (regardless of level)., does not learn any moves by breeding in Pokémon Brilliant Diamond & Shining Pearl., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Wormadam,"Anticipation,Overcoat,Anticipation,Overcoat,Anticipation,Overcoat","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs.,The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs.,The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves when it evolves in Pokémon Brilliant Diamond & Shining Pearl (regardless of level)., does not learn any moves by breeding in Pokémon Brilliant Diamond & Shining Pearl., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Burmy,"Shed Skin,Overcoat,Shed Skin,Overcoat,Shed Skin,Overcoat","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs.,The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs.,The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., does not learn any moves by breeding in Pokémon Brilliant Diamond & Shining Pearl., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Bastiodon,"Sturdy,Soundproof","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., learns the following extra moves when using the , feature in Pokémon Scarlet & Violet., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Shieldon,"Sturdy,Soundproof","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Rampardos,"Mold Breaker,Sheer Force","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Cranidos,"Mold Breaker,Sheer Force","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
